[04-08 15:02:24.891]create bugbear471  pos = 91765 123732, angle = 145, rTime = 60
[04-08 15:02:26.447]create bugbear696  pos = 32855 141386, angle = 145, rTime = 300
[04-08 15:02:26.447]create bugbear696  pos = 32224 139486, angle = 145, rTime = 300
[04-08 15:02:26.447]create bugbear696  pos = 18522 136091, angle = 0, rTime = 300
[04-08 15:02:26.447]create bugbear696  pos = 33611 137672, angle = 145, rTime = 300
[04-08 15:02:26.447]create bugbear696  pos = 35667 138362, angle = 0, rTime = 300
[04-08 15:02:26.447]create bugbear696  pos = 22095 131394, angle = 0, rTime = 300
[04-08 15:02:26.447]create bugbear696  pos = 39626 135554, angle = 145, rTime = 300
[04-08 15:02:26.447]create bugbear696  pos = 40837 136147, angle = 145, rTime = 300
[04-08 15:02:26.447]create bugbear696  pos = 30379 124656, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 30142 122913, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 32132 122565, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 44108 133270, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 44491 131443, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 33671 121820, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 19897 130698, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 48682 120995, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 49201 111368, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 46917 120289, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 48400 119383, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 49862 119293, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 49225 117845, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 49273 115761, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 48605 113760, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 46963 114525, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 48943 108825, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 46046 115880, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 44401 107053, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 44556 116190, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 43050 116084, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 41667 116698, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 41878 118299, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 42330 120110, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 40836 119969, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 41716 121594, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 41112 123013, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 39852 123265, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 37623 124272, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 48382 107092, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 38617 125835, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 46892 106069, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 39680 127494, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 37378 127332, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 37836 128989, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 36430 130467, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 36958 132388, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 35720 134568, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 34755 133505, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 22524 129830, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 32566 133178, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 34126 131107, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 35313 129249, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 34180 127643, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 32469 128706, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 30507 129562, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 30536 131552, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 32176 131202, angle = 0, rTime = 300
[04-08 15:02:26.448]create bugbear696  pos = 30541 133547, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 30338 135491, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 30305 137120, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 28902 138128, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 27936 139228, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 46700 103770, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 27649 142560, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 29239 143693, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 30355 142792, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 44700 104121, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 26947 144861, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 24768 144951, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 22933 144737, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 26136 143460, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 20221 128835, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 24655 142326, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 22707 142122, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 20932 142093, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 20591 144893, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 18869 144632, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 42003 105442, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 42002 103584, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 17767 142943, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 19394 141277, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 25683 134685, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 15421 143931, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 13469 142625, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 11858 144191, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 44318 101930, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 12445 141326, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 24729 137091, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 14648 139546, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 22410 128461, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 22733 137585, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 10377 141795, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 21364 138316, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 19884 137047, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 46429 100899, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 14234 137232, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 8461 143518, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 12788 135653, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 7156 142132, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 24235 129290, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 24034 127239, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 7015 139255, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 9030 139816, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 49187 100132, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 11065 138302, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 26665 127972, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 23477 124874, angle = 0, rTime = 300
[04-08 15:02:26.449]create bugbear696  pos = 15816 139648, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 24398 123431, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 22148 122887, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 16568 137493, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 19760 121610, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 19532 120031, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 17666 119794, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 20437 119305, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 21936 118526, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 49353 103188, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 6374 136288, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 5455 135316, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 5784 133711, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 7253 134942, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 16431 128594, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 7713 133241, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 16332 117773, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 5094 132191, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 6687 131424, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 5514 130572, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 18552 117911, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 5125 129216, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 5715 128185, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 7485 129222, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 19717 116112, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 18103 114601, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 5224 125952, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 4844 124434, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 21748 114676, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 7570 125580, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 8236 127002, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 8953 128300, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 10026 128803, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 22870 112298, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 21307 112515, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 11403 130785, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 13038 131169, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 14284 131564, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 15521 132236, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 17403 132433, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 16610 133446, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 18056 132971, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 14497 130156, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 23319 114699, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 24949 114322, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 25683 112356, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 16996 126709, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 18104 125184, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 26624 114166, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 16576 123942, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 14767 124893, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 11453 128090, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 11151 126495, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 13581 127110, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 15252 127417, angle = 0, rTime = 300
[04-08 15:02:26.450]create bugbear696  pos = 15956 125815, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 15140 122311, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 13956 123006, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 25884 116317, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 12639 124496, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 11293 124466, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 9056 124819, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 10880 122726, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 11343 121097, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 12716 122467, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 6824 124206, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 5712 122618, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 27290 117187, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 5514 120889, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 6785 119954, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 28059 115676, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 5016 118226, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 6098 116917, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 5014 114669, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 5862 112598, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 4575 111347, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 29021 113966, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 6166 110508, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 29393 117486, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 7739 113593, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 7355 109523, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 5431 108252, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 4916 107112, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 6461 106479, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 8097 105735, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 7989 103993, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 7868 102137, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 5406 103472, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 5444 105079, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 10320 103474, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 6103 101705, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 16082 100177, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 22696 101287, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 20416 102249, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 19191 103466, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 16876 101894, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 13855 103300, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 10242 100109, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 11606 101881, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 11777 98878, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 29172 111482, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 31326 110126, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 13599 100234, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 30275 108503, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 28406 109498, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 14724 101539, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 26923 110892, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 11940 104312, angle = 0, rTime = 300
[04-08 15:02:26.451]create bugbear696  pos = 10959 105271, angle = 0, rTime = 300
[04-08 15:02:26.452]create bugbear696  pos = 9282 106759, angle = 0, rTime = 300
[04-08 15:02:26.452]create bugbear696  pos = 8846 108645, angle = 0, rTime = 300
[04-08 15:02:26.452]create bugbear696  pos = 10446 108728, angle = 0, rTime = 300
[04-08 15:02:26.452]create bugbear696  pos = 20678 110952, angle = 0, rTime = 300
[04-08 15:02:26.452]create bugbear696  pos = 11981 107247, angle = 0, rTime = 300
[04-08 15:02:26.452]create bugbear696  pos = 12860 106241, angle = 0, rTime = 300
[04-08 15:02:26.452]create bugbear696  pos = 13850 105247, angle = 0, rTime = 300
[04-08 15:02:26.452]create bugbear696  pos = 18939 108959, angle = 0, rTime = 300
[04-08 15:02:26.452]create bugbear696  pos = 16590 105198, angle = 0, rTime = 300
[04-08 15:02:26.452]create bugbear696  pos = 15766 103939, angle = 0, rTime = 300
[04-08 15:02:26.452]create bugbear696  pos = 20330 107905, angle = 0, rTime = 300
[04-08 15:02:26.452]create bugbear696  pos = 21543 106889, angle = 0, rTime = 300
[04-08 15:02:26.452]create bugbear696  pos = 23422 105924, angle = 0, rTime = 300
[04-08 15:02:26.452]create bugbear696  pos = 18265 100292, angle = 0, rTime = 300
[04-08 15:02:26.452]create bugbear696  pos = 25169 105178, angle = 0, rTime = 300
[04-08 15:02:26.452]create bugbear696  pos = 26646 103071, angle = 0, rTime = 300
[04-08 15:02:26.452]create bugbear696  pos = 20539 100104, angle = 0, rTime = 300
[04-08 15:02:26.452]create bugbear696  pos = 29872 103936, angle = 0, rTime = 300
[04-08 15:02:26.452]create bugbear696  pos = 34606 102142, angle = 0, rTime = 300
[04-08 15:02:26.452]create bugbear696  pos = 24493 99793, angle = 0, rTime = 300
[04-08 15:02:26.452]create bugbear696  pos = 26251 100136, angle = 0, rTime = 300
[04-08 15:02:26.452]create bugbear696  pos = 27703 101199, angle = 0, rTime = 300
[04-08 15:02:26.452]create bugbear696  pos = 29106 99975, angle = 0, rTime = 300
[04-08 15:02:26.452]create bugbear696  pos = 40732 106132, angle = 0, rTime = 300
[04-08 15:02:26.452]create bugbear696  pos = 32251 100266, angle = 0, rTime = 300
[04-08 15:02:26.452]create bugbear696  pos = 41870 107924, angle = 0, rTime = 300
[04-08 15:02:26.452]create bugbear696  pos = 34499 100246, angle = 0, rTime = 300
[04-08 15:02:26.452]create bugbear696  pos = 39046 106413, angle = 0, rTime = 300
[04-08 15:02:26.452]create bugbear696  pos = 35871 101786, angle = 0, rTime = 300
[04-08 15:02:26.452]create bugbear696  pos = 36769 103247, angle = 0, rTime = 300
[04-08 15:02:26.452]create bugbear696  pos = 37974 107397, angle = 0, rTime = 300
[04-08 15:02:26.452]create bugbear696  pos = 38218 109133, angle = 0, rTime = 300
[04-08 15:02:26.452]create bugbear696  pos = 33484 104010, angle = 0, rTime = 300
[04-08 15:02:26.452]create bugbear696  pos = 35270 105219, angle = 0, rTime = 300
[04-08 15:02:26.452]create bugbear696  pos = 32644 105269, angle = 0, rTime = 300
[04-08 15:02:26.452]create bugbear696  pos = 31915 103427, angle = 0, rTime = 300
[04-08 15:02:26.452]create bugbear696  pos = 35747 109117, angle = 0, rTime = 300
[04-08 15:02:26.452]create bugbear698  pos = 46159 144792, angle = 145, rTime = 300
[04-08 15:02:26.452]create bugbear698  pos = 42015 144074, angle = 145, rTime = 300
[04-08 15:02:26.452]create bugbear698  pos = 41770 143337, angle = 145, rTime = 300
[04-08 15:02:26.452]create bugbear698  pos = 40698 141408, angle = 145, rTime = 300
[04-08 15:02:26.452]create bugbear698  pos = 41416 141174, angle = 145, rTime = 300
[04-08 15:02:26.452]create bugbear698  pos = 42208 141054, angle = 145, rTime = 300
[04-08 15:02:26.452]create bugbear698  pos = 43392 139867, angle = 145, rTime = 300
[04-08 15:02:26.452]create bugbear698  pos = 43975 139149, angle = 145, rTime = 300
[04-08 15:02:26.452]create bugbear698  pos = 44263 140542, angle = 145, rTime = 300
[04-08 15:02:26.452]create bugbear698  pos = 45852 136442, angle = 145, rTime = 300
[04-08 15:02:26.452]create bugbear698  pos = 47551 134493, angle = 145, rTime = 300
[04-08 15:02:26.452]create bugbear698  pos = 49007 132721, angle = 145, rTime = 300
[04-08 15:02:26.452]create bugbear698  pos = 49561 133212, angle = 145, rTime = 300
[04-08 15:02:26.452]create bugbear698  pos = 48568 130338, angle = 145, rTime = 300
[04-08 15:02:26.452]create bugbear698  pos = 49218 129946, angle = 145, rTime = 300
[04-08 15:02:26.453]create bugbear698  pos = 47809 128805, angle = 145, rTime = 300
[04-08 15:02:26.453]create bugbear698  pos = 47558 127809, angle = 145, rTime = 300
[04-08 15:02:26.453]create bugbear698  pos = 45083 127193, angle = 145, rTime = 300
[04-08 15:02:26.453]create bugbear698  pos = 43860 130182, angle = 145, rTime = 300
[04-08 15:02:26.453]create bugbear698  pos = 43633 130717, angle = 145, rTime = 300
[04-08 15:02:26.453]create bugbear698  pos = 40523 134784, angle = 145, rTime = 300
[04-08 15:02:26.453]create bugbear698  pos = 39919 135280, angle = 145, rTime = 300
[04-08 15:02:26.453]create bugbear698  pos = 37498 135802, angle = 145, rTime = 300
[04-08 15:02:26.453]create bugbear698  pos = 32236 139693, angle = 145, rTime = 300
[04-08 15:02:26.453]create bugbear698  pos = 33760 143344, angle = 145, rTime = 300
[04-08 15:02:26.453]create bugbear698  pos = 28674 143980, angle = 145, rTime = 300
[04-08 15:02:26.453]create bugbear698  pos = 25178 143435, angle = 145, rTime = 300
[04-08 15:02:26.453]create bugbear698  pos = 28051 141228, angle = 145, rTime = 300
[04-08 15:02:26.453]create bugbear698  pos = 27834 142108, angle = 145, rTime = 300
[04-08 15:02:26.453]create bugbear698  pos = 28378 138784, angle = 145, rTime = 300
[04-08 15:02:26.453]create bugbear698  pos = 30464 136422, angle = 145, rTime = 300
[04-08 15:02:26.453]create bugbear698  pos = 30620 133417, angle = 145, rTime = 300
[04-08 15:02:26.453]create bugbear698  pos = 30313 132017, angle = 145, rTime = 300
[04-08 15:02:26.453]create bugbear698  pos = 34350 132646, angle = 145, rTime = 300
[04-08 15:02:26.453]create bugbear698  pos = 36327 130851, angle = 145, rTime = 300
[04-08 15:02:26.453]create bugbear698  pos = 39509 130876, angle = 145, rTime = 300
[04-08 15:02:26.453]create bugbear698  pos = 41619 129465, angle = 145, rTime = 300
[04-08 15:02:26.453]create bugbear698  pos = 39412 127455, angle = 145, rTime = 300
[04-08 15:02:26.453]create bugbear698  pos = 39521 123921, angle = 145, rTime = 300
[04-08 15:02:26.453]create bugbear698  pos = 40545 120459, angle = 145, rTime = 300
[04-08 15:02:26.453]create bugbear698  pos = 41734 118219, angle = 145, rTime = 300
[04-08 15:02:26.453]create bugbear698  pos = 42446 116707, angle = 145, rTime = 300
[04-08 15:02:26.453]create bugbear698  pos = 41363 116386, angle = 145, rTime = 300
[04-08 15:02:26.453]create bugbear698  pos = 38966 114370, angle = 145, rTime = 300
[04-08 15:02:26.453]create bugbear698  pos = 42066 111127, angle = 145, rTime = 300
[04-08 15:02:26.453]create bugbear698  pos = 44566 110965, angle = 145, rTime = 300
[04-08 15:02:26.453]create bugbear698  pos = 46399 114302, angle = 145, rTime = 300
[04-08 15:02:26.453]create bugbear698  pos = 46693 114875, angle = 145, rTime = 300
[04-08 15:02:26.453]create bugbear698  pos = 48592 113576, angle = 145, rTime = 300
[04-08 15:02:26.453]create bugbear698  pos = 49212 110880, angle = 145, rTime = 300
[04-08 15:02:26.453]create bugbear698  pos = 49007 108750, angle = 145, rTime = 300
[04-08 15:02:26.453]create bugbear698  pos = 46397 106671, angle = 145, rTime = 300
[04-08 15:02:26.453]create bugbear698  pos = 46881 107142, angle = 145, rTime = 300
[04-08 15:02:26.454]create bugbear698  pos = 48355 104656, angle = 145, rTime = 300
[04-08 15:02:26.454]create bugbear698  pos = 49605 101212, angle = 145, rTime = 300
[04-08 15:02:26.454]create bugbear698  pos = 47947 99635, angle = 145, rTime = 300
[04-08 15:02:26.454]create bugbear698  pos = 45022 101980, angle = 145, rTime = 300
[04-08 15:02:26.454]create bugbear698  pos = 43860 104986, angle = 145, rTime = 300
[04-08 15:02:26.454]create bugbear698  pos = 42452 106351, angle = 145, rTime = 300
[04-08 15:02:26.454]create bugbear698  pos = 41119 105655, angle = 145, rTime = 300
[04-08 15:02:26.454]create bugbear698  pos = 41784 103003, angle = 145, rTime = 300
[04-08 15:02:26.454]create bugbear698  pos = 40083 101173, angle = 145, rTime = 300
[04-08 15:02:26.454]create bugbear698  pos = 38304 107190, angle = 145, rTime = 300
[04-08 15:02:26.454]create bugbear698  pos = 38185 108997, angle = 145, rTime = 300
[04-08 15:02:26.454]create bugbear698  pos = 35808 109085, angle = 145, rTime = 300
[04-08 15:02:26.454]create bugbear698  pos = 31725 110424, angle = 145, rTime = 300
[04-08 15:02:26.454]create bugbear698  pos = 30432 109398, angle = 145, rTime = 300
[04-08 15:02:26.454]create bugbear698  pos = 28453 109532, angle = 145, rTime = 300
[04-08 15:02:26.454]create bugbear698  pos = 28314 116178, angle = 0, rTime = 300
[04-08 15:02:26.454]create bugbear698  pos = 25199 117451, angle = 145, rTime = 300
[04-08 15:02:26.454]create bugbear698  pos = 24243 117818, angle = 145, rTime = 300
[04-08 15:02:26.454]create bugbear698  pos = 22335 117709, angle = 145, rTime = 300
