[04-08 15:17:24.918]create bugbear859  pos = 6352 3558, angle = 145, rTime = 0
[04-08 15:35:30.546]create bugbear870  pos = 17781 6160, angle = 145, rTime = 0
[04-08 15:35:30.546]create bugbear871  pos = 15146 5255, angle = 145, rTime = 0
[04-08 15:35:30.546]create bugbear878  pos = 15722 6195, angle = 145, rTime = 0
[04-08 15:35:30.546]create bugbear881  pos = 15088 6729, angle = 145, rTime = 0
[04-08 15:35:30.547]create bugbear874  pos = 15116 7447, angle = 145, rTime = 0
[04-08 15:35:30.547]create bugbear878  pos = 12657 8012, angle = 145, rTime = 0
[04-08 15:35:30.547]create bugbear874  pos = 11770 6209, angle = 145, rTime = 0
[04-08 15:35:30.547]create bugbear870  pos = 10394 6937, angle = 145, rTime = 0
[04-08 15:40:30.550]create bugbear886  pos = 12509 4259, angle = 145, rTime = 0
[04-08 15:40:30.550]create bugbear885  pos = 5457 4334, angle = 145, rTime = 0
[04-08 15:40:30.550]create bugbear886  pos = 5773 6410, angle = 145, rTime = 0
[04-08 15:40:30.550]create bugbear885  pos = 6015 7907, angle = 145, rTime = 0
[04-08 15:40:30.550]create bugbear883  pos = 5912 9755, angle = 145, rTime = 0
[04-08 15:40:30.550]create bugbear885  pos = 5765 11923, angle = 145, rTime = 0
[04-08 15:40:30.550]create bugbear885  pos = 5778 16229, angle = 100, rTime = 0
[04-08 15:40:30.550]create bugbear886  pos = 12287 23966, angle = 235, rTime = 0
[04-08 15:40:30.550]create bugbear885  pos = 12452 16601, angle = 10, rTime = 0
[04-08 15:40:30.550]create bugbear885  pos = 8745 16392, angle = 70, rTime = 0
[04-08 15:40:30.550]create bugbear883  pos = 10637 17204, angle = 340, rTime = 0
[04-08 15:40:30.550]create bugbear883  pos = 13138 18622, angle = 145, rTime = 0
[04-08 15:40:30.550]create bugbear886  pos = 13053 20648, angle = 145, rTime = 0
[04-08 15:40:30.550]create bugbear885  pos = 11115 22603, angle = 145, rTime = 0
[04-08 15:40:30.550]create bugbear886  pos = 9806 23768, angle = 145, rTime = 0
[04-08 15:40:30.550]create bugbear885  pos = 10671 24923, angle = 355, rTime = 0
[04-08 15:40:30.551]create bugbear883  pos = 12144 25703, angle = 340, rTime = 0
[04-08 15:40:30.551]create bugbear884  pos = 13693 25149, angle = 325, rTime = 0
[04-08 15:40:30.551]create bugbear883  pos = 14113 24077, angle = 220, rTime = 0
[04-08 15:40:30.551]create bugbear886  pos = 14256 22667, angle = 235, rTime = 0
[04-08 15:40:30.551]create bugbear885  pos = 13194 22154, angle = 160, rTime = 0
[04-08 15:40:30.551]create bugbear883  pos = 13766 20308, angle = 145, rTime = 0
[04-08 15:40:30.551]create bugbear885  pos = 14438 21317, angle = 115, rTime = 0
[04-08 15:40:30.551]create bugbear885  pos = 15361 20579, angle = 220, rTime = 0
[04-08 15:40:30.551]create bugbear884  pos = 13893 19379, angle = 250, rTime = 0
[04-08 15:40:30.551]create bugbear883  pos = 12373 19662, angle = 145, rTime = 0
[04-08 15:40:30.551]create bugbear886  pos = 14845 17779, angle = 235, rTime = 0
[04-08 15:40:30.551]create bugbear885  pos = 12338 17990, angle = 145, rTime = 0
[04-08 15:40:30.551]create bugbear886  pos = 13878 17083, angle = 145, rTime = 0
[04-08 15:40:30.551]create bugbear885  pos = 17986 16422, angle = 145, rTime = 0
[04-08 15:40:30.551]create bugbear883  pos = 18897 18510, angle = 220, rTime = 0
[04-08 15:40:30.551]create bugbear885  pos = 18986 20192, angle = 235, rTime = 0
[04-08 15:40:30.551]create bugbear886  pos = 17770 21172, angle = 145, rTime = 0
[04-08 15:40:30.551]create bugbear885  pos = 17749 20183, angle = 145, rTime = 0
[04-08 15:40:30.551]create bugbear886  pos = 17608 17940, angle = 145, rTime = 0
[04-08 15:40:30.551]create bugbear885  pos = 17966 16919, angle = 145, rTime = 0
[04-08 15:40:30.551]create bugbear885  pos = 15719 16587, angle = 355, rTime = 0
[04-08 15:40:30.553]create bugbear884  pos = 13626 15567, angle = 145, rTime = 0
[04-08 15:40:30.553]create bugbear883  pos = 12259 15636, angle = 145, rTime = 0
[04-08 15:40:30.553]create bugbear883  pos = 10368 15866, angle = 145, rTime = 0
[04-08 15:40:30.553]create bugbear886  pos = 10862 14192, angle = 145, rTime = 0
[04-08 15:40:30.553]create bugbear886  pos = 12133 14455, angle = 145, rTime = 0
[04-08 15:40:30.553]create bugbear886  pos = 11717 11742, angle = 145, rTime = 0
[04-08 15:40:30.553]create bugbear886  pos = 14496 13609, angle = 145, rTime = 0
[04-08 15:40:30.553]create bugbear884  pos = 15696 15415, angle = 145, rTime = 0
[04-08 15:40:30.553]create bugbear883  pos = 17531 15466, angle = 175, rTime = 0
[04-08 15:40:30.553]create bugbear885  pos = 19447 19081, angle = 25, rTime = 0
[04-08 15:40:30.553]create bugbear886  pos = 21536 18830, angle = 85, rTime = 0
[04-08 15:40:30.553]create bugbear883  pos = 22710 19054, angle = 340, rTime = 0
[04-08 15:40:30.553]create bugbear885  pos = 24410 19083, angle = 295, rTime = 0
[04-08 15:40:30.553]create bugbear886  pos = 24879 17783, angle = 265, rTime = 0
[04-08 15:40:30.553]create bugbear884  pos = 24537 16584, angle = 145, rTime = 0
[04-08 15:40:30.553]create bugbear885  pos = 23040 16326, angle = 145, rTime = 0
[04-08 15:40:30.553]create bugbear883  pos = 21823 16318, angle = 145, rTime = 0
[04-08 15:40:30.553]create bugbear885  pos = 21039 17245, angle = 205, rTime = 0
[04-08 15:40:30.554]create bugbear886  pos = 19761 16810, angle = 220, rTime = 0
[04-08 15:40:30.554]create bugbear884  pos = 19295 17794, angle = 130, rTime = 0
[04-08 15:40:30.554]create bugbear885  pos = 19336 16410, angle = 265, rTime = 0
[04-08 15:40:30.554]create bugbear883  pos = 19761 15645, angle = 235, rTime = 0
[04-08 15:40:30.554]create bugbear885  pos = 20661 12547, angle = 145, rTime = 0
[04-08 15:40:30.554]create bugbear886  pos = 20309 14934, angle = 265, rTime = 0
[04-08 15:40:30.554]create bugbear885  pos = 20643 13701, angle = 175, rTime = 0
[04-08 15:40:30.554]create bugbear884  pos = 19566 13489, angle = 145, rTime = 0
[04-08 15:40:30.554]create bugbear883  pos = 19582 12389, angle = 145, rTime = 0
[04-08 15:40:30.554]create bugbear885  pos = 17997 12389, angle = 145, rTime = 0
[04-08 15:40:30.554]create bugbear884  pos = 16476 12852, angle = 145, rTime = 0
[04-08 15:40:30.554]create bugbear883  pos = 14757 12515, angle = 145, rTime = 0
[04-08 15:40:30.554]create bugbear885  pos = 13520 11379, angle = 145, rTime = 0
[04-08 15:40:30.554]create bugbear886  pos = 12775 11229, angle = 145, rTime = 0
[04-08 15:40:30.554]create bugbear885  pos = 13050 9677, angle = 235, rTime = 0
[04-08 15:40:30.554]create bugbear884  pos = 10951 10978, angle = 145, rTime = 0
[04-08 15:40:30.554]create bugbear883  pos = 10735 9437, angle = 145, rTime = 0
[04-08 15:40:30.554]create bugbear886  pos = 12030 13049, angle = 145, rTime = 0
[04-08 15:40:30.554]create bugbear886  pos = 11154 13044, angle = 145, rTime = 0
[04-08 15:40:30.554]create bugbear885  pos = 9754 13486, angle = 145, rTime = 0
[04-08 15:40:30.554]create bugbear883  pos = 8647 13953, angle = 145, rTime = 0
[04-08 15:40:30.554]create bugbear886  pos = 8724 12802, angle = 145, rTime = 0
[04-08 15:40:30.554]create bugbear885  pos = 9664 12421, angle = 145, rTime = 0
[04-08 15:40:30.554]create bugbear884  pos = 9603 11357, angle = 145, rTime = 0
[04-08 15:40:30.554]create bugbear886  pos = 9958 10562, angle = 145, rTime = 0
[04-08 15:40:30.555]create bugbear885  pos = 8655 10842, angle = 145, rTime = 0
[04-08 15:40:30.555]create bugbear886  pos = 8639 9741, angle = 145, rTime = 0
[04-08 15:40:30.555]create bugbear886  pos = 8666 5103, angle = 145, rTime = 0
[04-08 15:40:30.555]create bugbear885  pos = 8702 6631, angle = 145, rTime = 0
[04-08 15:40:30.555]create bugbear883  pos = 8721 8236, angle = 145, rTime = 0
[04-08 15:40:30.555]create bugbear886  pos = 10323 9552, angle = 145, rTime = 0
[04-08 15:40:30.555]create bugbear885  pos = 9828 8401, angle = 145, rTime = 0
[04-08 15:40:30.555]create bugbear884  pos = 9615 7427, angle = 145, rTime = 0
[04-08 15:40:30.555]create bugbear883  pos = 11009 8562, angle = 145, rTime = 0
[04-08 15:40:30.555]create bugbear886  pos = 12226 8433, angle = 145, rTime = 0
[04-08 15:40:30.555]create bugbear884  pos = 15415 7607, angle = 145, rTime = 0
[04-08 15:40:30.555]create bugbear883  pos = 14380 8470, angle = 145, rTime = 0
[04-08 15:40:30.555]create bugbear885  pos = 14279 10057, angle = 145, rTime = 0
[04-08 15:40:30.555]create bugbear883  pos = 14500 11200, angle = 145, rTime = 0
[04-08 15:40:30.555]create bugbear886  pos = 15774 12103, angle = 145, rTime = 0
[04-08 15:40:30.555]create bugbear883  pos = 15897 9088, angle = 145, rTime = 0
[04-08 15:40:30.555]create bugbear886  pos = 15927 9926, angle = 145, rTime = 0
[04-08 15:40:30.555]create bugbear885  pos = 15870 11318, angle = 145, rTime = 0
[04-08 15:40:30.555]create bugbear884  pos = 16705 11009, angle = 145, rTime = 0
[04-08 15:40:30.555]create bugbear886  pos = 16991 10282, angle = 145, rTime = 0
[04-08 15:40:30.555]create bugbear885  pos = 16776 9390, angle = 100, rTime = 0
[04-08 15:40:30.556]create bugbear884  pos = 16228 8008, angle = 145, rTime = 0
[04-08 15:40:30.556]create bugbear885  pos = 17340 5441, angle = 145, rTime = 0
[04-08 15:40:30.556]create bugbear886  pos = 16977 6826, angle = 250, rTime = 0
[04-08 15:40:30.556]create bugbear885  pos = 17895 7596, angle = 145, rTime = 0
[04-08 15:40:30.556]create bugbear883  pos = 18350 9107, angle = 145, rTime = 0
[04-08 15:40:30.556]create bugbear885  pos = 17184 12038, angle = 145, rTime = 0
[04-08 15:40:30.556]create bugbear884  pos = 17675 13625, angle = 280, rTime = 0
[04-08 15:40:30.556]create bugbear883  pos = 17292 14462, angle = 355, rTime = 0
[04-08 15:40:30.556]create bugbear885  pos = 18674 13972, angle = 250, rTime = 0
[04-08 15:40:30.556]create bugbear886  pos = 18726 13152, angle = 235, rTime = 0
[04-08 15:40:30.556]create bugbear884  pos = 19140 11976, angle = 235, rTime = 0
[04-08 15:40:30.556]create bugbear885  pos = 19373 10749, angle = 205, rTime = 0
[04-08 15:40:30.556]create bugbear883  pos = 19756 9173, angle = 250, rTime = 0
[04-08 15:40:30.556]create bugbear884  pos = 20326 10478, angle = 250, rTime = 0
[04-08 15:40:30.556]create bugbear885  pos = 21174 11534, angle = 280, rTime = 0
[04-08 15:40:30.556]create bugbear883  pos = 21691 10492, angle = 220, rTime = 0
[04-08 15:40:30.556]create bugbear886  pos = 8797 15531, angle = 145, rTime = 0
[04-08 15:40:30.556]create bugbear886  pos = 20759 8953, angle = 235, rTime = 0
[04-08 15:40:30.556]create bugbear886  pos = 19452 7657, angle = 220, rTime = 0
[04-08 15:40:30.556]create bugbear884  pos = 19486 6799, angle = 220, rTime = 0
[04-08 15:40:30.556]create bugbear885  pos = 20496 7737, angle = 145, rTime = 0
[04-08 15:40:30.556]create bugbear886  pos = 20700 6806, angle = 145, rTime = 0
[04-08 15:40:30.556]create bugbear885  pos = 20642 5653, angle = 220, rTime = 0
[04-08 15:40:30.556]create bugbear883  pos = 19568 5521, angle = 220, rTime = 0
[04-08 15:40:30.556]create bugbear883  pos = 18070 5694, angle = 145, rTime = 0
[04-08 15:40:30.556]create bugbear885  pos = 15987 6943, angle = 145, rTime = 0
[04-08 15:40:30.556]create bugbear886  pos = 14332 7074, angle = 145, rTime = 0
[04-08 15:40:30.556]create bugbear884  pos = 13255 6892, angle = 145, rTime = 0
[04-08 15:40:30.557]create bugbear885  pos = 11828 7155, angle = 145, rTime = 0
[04-08 15:40:30.557]create bugbear886  pos = 10361 6896, angle = 175, rTime = 0
[04-08 15:40:30.557]create bugbear884  pos = 9856 6512, angle = 145, rTime = 0
[04-08 15:40:30.557]create bugbear883  pos = 10510 5556, angle = 145, rTime = 0
[04-08 15:40:30.557]create bugbear886  pos = 11501 6188, angle = 145, rTime = 0
[04-08 15:40:30.557]create bugbear885  pos = 12417 5925, angle = 175, rTime = 0
[04-08 15:40:30.557]create bugbear886  pos = 14962 6289, angle = 145, rTime = 0
[04-08 15:40:30.557]create bugbear884  pos = 14056 6124, angle = 145, rTime = 0
[04-08 15:40:30.557]create bugbear885  pos = 15776 5999, angle = 190, rTime = 0
[04-08 15:40:30.557]create bugbear883  pos = 14497 4230, angle = 115, rTime = 0
[04-08 15:40:30.557]create bugbear883  pos = 17683 4209, angle = 250, rTime = 0
[04-08 15:40:30.557]create bugbear886  pos = 19524 4054, angle = 220, rTime = 0
[04-08 15:40:30.557]create bugbear883  pos = 19698 3217, angle = 160, rTime = 0
[04-08 15:40:30.557]create bugbear886  pos = 19010 3462, angle = 145, rTime = 0
[04-08 15:40:30.557]create bugbear885  pos = 17617 3373, angle = 145, rTime = 0
[04-08 15:40:30.557]create bugbear884  pos = 16722 2757, angle = 145, rTime = 0
[04-08 15:40:30.557]create bugbear883  pos = 15852 3275, angle = 145, rTime = 0
[04-08 15:40:30.557]create bugbear886  pos = 15111 3340, angle = 145, rTime = 0
[04-08 15:40:30.558]create bugbear885  pos = 14381 2672, angle = 145, rTime = 0
[04-08 15:40:30.558]create bugbear884  pos = 13548 3291, angle = 145, rTime = 0
[04-08 15:40:30.558]create bugbear886  pos = 12330 2930, angle = 145, rTime = 0
[04-08 15:40:30.558]create bugbear885  pos = 11616 3663, angle = 145, rTime = 0
[04-08 15:40:30.558]create bugbear884  pos = 10642 2901, angle = 145, rTime = 0
[04-08 15:40:30.558]create bugbear883  pos = 10180 4087, angle = 145, rTime = 0
[04-08 15:40:30.558]create bugbear886  pos = 9541 3296, angle = 145, rTime = 0
[04-08 15:40:30.558]create bugbear885  pos = 9087 3095, angle = 145, rTime = 0
[04-08 15:40:30.558]create bugbear886  pos = 8476 3854, angle = 145, rTime = 0
[04-08 15:40:30.558]create bugbear884  pos = 7821 3114, angle = 145, rTime = 0
[04-08 15:40:30.558]create bugbear883  pos = 6536 4350, angle = 145, rTime = 0
[04-08 15:40:30.558]create bugbear884  pos = 7257 5414, angle = 115, rTime = 0
[04-08 15:40:30.558]create bugbear885  pos = 7122 7119, angle = 145, rTime = 0
[04-08 15:40:30.558]create bugbear886  pos = 7189 8852, angle = 145, rTime = 0
[04-08 15:40:30.558]create bugbear885  pos = 7165 11359, angle = 145, rTime = 0
[04-08 15:40:30.558]create bugbear884  pos = 7175 13327, angle = 100, rTime = 0
[04-08 15:40:30.558]create bugbear883  pos = 7096 15693, angle = 70, rTime = 0
[04-08 15:40:30.558]create bugbear884  pos = 6836 3723, angle = 145, rTime = 0
[04-08 15:40:30.559]create bugbear884  pos = 21369 9546, angle = 205, rTime = 0
[04-08 15:40:30.559]create bugbear884  pos = 21811 3311, angle = 205, rTime = 0
