//ID	模型文件名	中文名称	类型	类型参数1	类型参数2	Special Parameter	平行光影响	点光源影响	风格	Sign	背景色开关	受地表阴影印象
327	nml-bd023.lmo	Grass 02	0	0	0	0	1	0	8	0	1	0
328	nml-bd022.lmo	Grass 01	0	0	0	0	0	0	8	0	1	0
329	nml-bd021.lmo	Tree 09	0	0	0	0	1	0	8	0	1	0
330	nml-bd020.lmo	Tree 08	0	0	0	0	1	0	8	0	1	0
331	nml-bd019.lmo	Tree 07	0	0	0	0	1	0	8	0	1	0
332	nml-bd018.lmo	Flower 08	0	0	0	0	1	0	8	0	1	0
333	nml-bd017.lmo	Tree 05	0	0	0	0	1	0	8	0	1	0
334	nml-bd049.lmo	Sand Shop01	0	0	0	0	1	0	9	0	1	0
335	nml-bd015.lmo	Tree 03	0	0	0	0	1	0	8	0	1	0
336	nml-bd014.lmo	Tree 02	0	0	0	0	1	0	8	0	1	0
337	nml-bd013.lmo	Tree 01	0	0	0	0	1	0	8	0	1	0
338	nml-bd012.lmo	Road Notice 03	0	0	0	0	1	0	9	0	1	0
339	nml-bd011.lmo	Road Strip 02	0	0	0	0	1	0	9	0	1	0
340	nml-bd010.lmo	Road Strip 01	0	0	0	0	1	0	9	0	1	0
341	nml-bd009.lmo	Wooden Crate 01	0	0	0	0	1	0	9	0	1	1
342	nml-bd008.lmo	Big Chest 01	0	0	0	0	1	0	9	0	1	1
343	nml-bd007.lmo	Birdship 01	0	0	0	0	1	0	9	0	1	1
344	nml-bd050.lmo	Stump 01	0	0	0	0	1	0	8	0	1	0
345	nml-bd006.lmo	Fruit Cart 01	0	0	0	0	1	0	1	0	1	0
346	nml-bd005.lmo	Wine Barrel 01	0	0	0	0	1	0	9	0	1	0
347	nml-bd004.lmo	Wooden Barrel 0	0	0	0	0	1	0	9	0	1	0
348	nml-bd003.lmo	Crate Swarm 01	0	0	0	0	1	0	9	0	1	1
349	nml-bd002.lmo	Fruit Crate 01	0	0	0	0	1	0	9	0	1	0
350	nml-bd001.lmo	Small Crate 01	0	0	0	0	1	0	9	0	1	0
351	yyyy001.lmo	Sit 1	1	0	0	0	1	0	200	0	1	0
352	yyyy002.lmo	Lean 1	1	0	0	0	1	0	200	0	1	0
353	yyyy003.lmo	Impassable 7	2	0	0	0	1	0	200	0	1	0
354	yyyy004.lmo	Passable 7	2	0	0	0	1	0	200	0	1	0
355	yyyy005.lmo	Passable 3	2	0	0	0	1	0	200	0	1	0
356	yyyy006.lmo	Impassable 3	2	0	0	0	1	0	200	0	1	0
400	yyyy007.lmo	Lamp 01	3	0,255,0	10,1.0,2	0	1	0	200	0	1	0
401	yyyy007.lmo	Lamp 02	3	0,255,0	10,1.0,0	0	1	0	200	0	1	0
402	yyyy007.lmo	Lamp 03	3	0,18,255	10,1.0,3	0	1	0	200	0	1	0
403	yyyy007.lmo	Lamp 04	3	27,80,250	10,1.0,1	0	1	0	200	0	1	0
404	yyyy007.lmo	Lmap 05	3	248,228,137	3,1.0,6	0	1	0	200	0	1	0
405	yyyy007.lmo	Lamp 06	3	60,69,137	10,1.0,5	0	1	0	200	0	1	0
406	yyyy007.lmo	Lamp 07	3	248,228,137	3,1.0,4	0	1	0	200	0	1	0
407	yyyy007.lmo	Lamp 08	3	250,120,50	6,1.0,7	0	1	0	200	0	1	0
408	yyyy007.lmo	Lamp 09	3	25,226,153	3,1.0,8	0	1	0	200	0	1	0
421	nml-bd154.lmo	Wooden Harbor M	0	0	0	0	1	0	9	0	1	1
422	nml-bd155.lmo	Wooden Harbor M	0	0	0	0	1	0	9	0	1	1
423	nml-bd156.lmo	Wooden Harbor M	0	0	0	0	1	0	9	0	1	1
424	nml-bd157.lmo	Wooden Harbor M	0	0	0	0	1	0	9	0	1	1
425	nml-bd158.lmo	Icy Mountain 01	0	0	0	0	1	0	9	0	1	1
426	nml-bd159.lmo	Icy Mountain 02	0	0	0	0	1	0	9	0	1	1
427	nml-bd160.lmo	Ocean Graveyard	0	0	0	0	1	0	9	0	1	1
428	nml-bd161.lmo	Ocean Graveyard	0	0	0	0	1	0	9	0	1	1
429	nml-bd162.lmo	Ocean Graveyard	0	0	0	0	1	0	9	0	1	1
430	nml-bd163.lmo	Abandoned Mine 	0	7	0	0	0	0	9	0	1	0
431	nml-bd164.lmo	Floating Ball 0	0	0	0	0	1	0	9	0	1	1
432	nml-bd165.lmo	Floating Plank 	0	0	0	0	1	0	9	0	1	1
433	nml-bd166.lmo	Turning Tree 01	0	0	0	0	1	0	8	0	1	1
434	nml-bd167.lmo	Fish Swarm 01	0	0	0	0	1	0	9	0	1	1
435	login.lmo	Login Interface	0	0	0	0	0	0	0	0	1	0
436	nml-bd169.lmo	Dried Wood 01	0	0	0	0	1	0	8	0	1	1
437	nml-bd170.lmo	Mushroom 01	0	0	0	0	1	0	8	0	1	1
438	nml-bd171.lmo	Fluorescent Gra	0	0	0	0	1	0	8	0	1	1
439	nml-bd168.lmo	Yellow Grass 01	0	0	0	0	1	0	8	0	1	1
440	mz-bd026.lmo	Desert Labyrint	0	9,7,8,9,10,11,12,13,14,15	0	0	0	0	7	0	1	0
441	nml-bd172.lmo	Desert Labyrint	0	0	0	0	0	0	8	0	1	1
442	mz-bd027.lmo	Desert Labyrint	0	0	0	0	0	0	7	0	1	1
443	mz-bd028.lmo	Desert Labyrint	0	0	0	0	0	0	7	0	1	1
444	mz-bd029.lmo	Desert Labyrint	0	0	0	0	0	0	7	0	1	1
445	mz-bd030.lmo	Desert Labyrint	0	0	0	0	0	0	7	0	1	1
446	nml-bd173.lmo	Big Leave Tree 	0	0	0	0	1	0	8	0	1	1
447	nml-bd174.lmo	Withered Tree 0	0	0	0	0	1	0	8	0	1	1
448	nml-bd175.lmo	Small Tree 01	0	0	0	0	1	0	8	0	1	1
449	by-bd041.lmo	Argent Harbor B	0	11,16,17,18,19,20,21,22,23,24,25,26	0	0	0	0	1	0	1	0
450	nml-bd176.lmo	Forest Labyrint	0	0	0	0	1	0	7	0	1	1
451	nml-bd177.lmo	Forest Labyrint	0	0	0	0	1	0	7	0	1	1
452	nml-bd178.lmo	Forest Labyrint	0	0	0	0	1	0	7	0	1	1
453	nml-bd179.lmo	Forest Maze Mod	0	0	0	0	1	0	7	0	1	1
454	nml-bd180.lmo	Forest Maze Mod	0	0	0	0	1	0	7	0	1	1
455	nml-bd181.lmo	Forest Labyrint	0	0	0	0	1	0	7	0	1	1
456	nml-bd182.lmo	Forest Labyrint	0	0	0	0	1	0	7	0	1	1
457	nml-bd183.lmo	Yellow Grass 01	0	0	0	0	1	0	8	0	1	1
458	nml-bd184.lmo	Little Grass 01	0	0	0	0	0	0	8	0	0	1
459	nml-bd185.lmo	Rosebush 01	0	0	0	0	1	0	8	0	1	1
460	nml-bd186.lmo	Autumn Grass 01	0	0	0	0	0	0	8	0	0	1
461	nml-bd187.lmo	Erected Small T	0	0	0	0	1	0	8	0	1	1
462	nml-bd188.lmo	Summer Island H	0	0	0	0	1	0	9	0	1	1
463	nml-bd189.lmo	Summer Island W	0	0	0	0	0	0	9	0	1	0
464	nml-bd190.lmo	Summer Island W	0	0	0	0	0	0	9	0	1	0
465	nml-bd191.lmo	Summer Island W	0	0	0	0	0	0	9	0	1	0
466	nml-bd192.lmo	Fallen Leaf 01	0	0	0	0	0	0	9	0	1	0
467	nml-bd193.lmo	Fallen Leaf 02	0	0	0	0	0	0	9	0	1	0
468	nml-bd194.lmo	Fallen Leaf 03	0	0	0	0	0	0	9	0	1	0
469	by-bd019.lmo	Argent Harbor G	0	0	0	0	1	0	1	0	1	0
470	nml-bd195.lmo	Harbor Statue 0	0	0	0	0	1	0	9	0	1	0
471	by-bd028.lmo	Argent Pier 01	0	0	0	0	1	0	1	0	1	0
472	by-bd029.lmo	Argent Bank Sig	0	0	0	0	1	0	1	0	1	0
473	by-bd030.lmo	Argent Bar Sign	0	0	0	0	1	0	1	0	1	0
474	by-bd031.lmo	Argent Weaponry	0	0	0	0	1	0	1	0	1	0
475	by-bd032.lmo	Argent Herb Sig	0	0	0	0	1	0	1	0	1	0
476	by-bd033.lmo	Argent Grocery 	0	0	0	0	1	0	1	0	1	0
477	by-bd034.lmo	Argent Tailor S	0	0	0	0	1	0	1	0	1	0
478	by-bd035.lmo	Argent Commerce	0	0	0	0	1	0	1	0	1	0
480	yyyy080.lmo	Wave Sound Effe	6	env_surf	2500	0	1	0	200	0	1	0
481	yyyy080.lmo	Worm Sound Effe	6	env_insect	2500	0	1	0	200	0	1	0
482	yyyy080.lmo	Cicada Sound Ef	6	env_cicada	2500	0	1	0	200	0	1	0
483	yyyy080.lmo	Chirping Sound 	6	env_bird1	2500	0	1	0	200	0	1	0
484	yyyy080.lmo	Chirping Sound 	6	env_bird2	2500	0	1	0	200	0	1	0
485	yyyy080.lmo	Chilling Sound 	6	env_bise	2500	0	1	0	200	0	1	0
486	yyyy080.lmo	Shipyard Sound 	6	env_ship	2500	0	1	0	200	0	1	0
487	yyyy080.lmo	Factory Sound E	6	env_BlackS	2500	0	1	0	200	0	1	0
488	yyyy080.lmo	Fountain Sound 	6	env_founta	2500	0	1	0	200	0	1	0
489	yyyy080.lmo	River Sound Eff	6	env_ghyll	2500	0	1	0	200	0	1	0
501	by-bd042.lmo	New Road Sign 0	0	0	0	0	1	0	1	0	1	0
502	by-bd043.lmo	Argent Ship Fac	0	0	0	0	1	0	1	0	1	0
503	by-bd044.lmo	Navy Admin Post	0	0	0	0	1	0	1	0	1	0
504	bl-bd018.lmo	Icicle Harbor M	0	0	0	0	1	0	4	0	1	1
505	bl-bd019.lmo	Icicle Harbor M	0	0	0	0	1	0	4	0	1	1
506	bl-bd020.lmo	Icicle Harbor M	0	0	0	0	1	0	4	0	1	1
507	by-bd045.lmo	Argent Navy Rec	0	0	0	0	1	0	1	0	1	0
508	by-bd046.lmo	Argent Bounty T	0	0	0	0	1	0	1	0	1	0
509	nml-bd196.lmo	Lighthouse 01	0	0	0	0	1	0	9	0	1	0
510	nml-bd197.lmo	Buoy 01	0	0	0	0	1	0	9	0	1	0
511	nml-bd198.lmo	Ball Float 01	0	0	0	0	1	0	9	0	1	0
512	login02.lmo	Login Interface	0	0	0	0	0	0	0	0	1	0
513	nml-bd199.lmo	Butterfly 01	0	0	0	0	1	0	9	0	1	0
514	nml-bd200.lmo	Buoy 02	0	0	0	0	1	0	9	0	1	0
515	by-bd047.lmo	Argent City Tra	0	8	0	0	1	0	1	0	1	0
516	by-bd048.lmo	Argent Trading 	0	0	0	0	1	0	1	0	1	0
517	sl-bd042.lmo	Shaitan Trading	0	10	0	0	1	0	3	0	1	0
518	nml-bd201.lmo	Harbor Sign 01	0	0	0	0	1	0	9	0	1	0
519	lt-bd039.lmo	Thundoria Tradi	0	9	0	0	0	0	2	0	1	0
520	bl-bd021.lmo	Icicle Trading 	0	8	0	0	1	0	4	0	1	1
521	sl-bd043.lmo	Shaitan Harbor 	0	0	0	0	1	0	3	0	1	0
522	sl-bd044.lmo	Shaitan Harbor 	0	0	0	0	1	0	3	0	1	0
523	cc-bd001.lmo	Spring Town Bel	0	0	0	0	1	0	5	0	1	0
524	cc-bd002.lmo	Spring Town Tav	0	0	0	0	1	0	5	0	1	0
525	cc-bd003.lmo	Spring Town Wal	0	0	0	0	1	0	5	0	1	0
526	cc-bd004.lmo	Spring Town Wal	0	0	0	0	1	0	5	0	1	0
527	cc-bd005.lmo	Spring Town Wal	0	0	0	0	1	0	5	0	1	0
528	cc-bd006.lmo	Spring Town Wal	0	0	0	0	1	0	5	0	1	0
529	cc-bd007.lmo	Spring Town Win	0	0	0	0	1	0	5	0	1	0
530	cc-bd008.lmo	Spring Town Hou	0	0	0	0	1	0	5	0	1	0
531	cc-bd009.lmo	Spring Town Pin	0	0	0	0	1	0	5	0	1	0
532	cc-bd010.lmo	Spring Town Lam	0	0	0	0	1	0	5	0	1	0
533	cc-bd011.lmo	Spring Town Mas	0	0	0	0	1	0	5	0	1	0
534	cc-bd012.lmo	Spring Town Pin	0	0	0	0	1	0	5	0	1	0
535	cc-bd013.lmo	Spring Town Tem	0	0	0	0	1	0	5	0	1	0
536	cc-bd014.lmo	Spring Town Bri	0	0	0	0	1	0	5	0	1	0
537	cc-bd015.lmo	Spring Town Bun	0	0	0	0	1	0	5	0	1	0
538	cc-bd016.lmo	Spring Town But	0	0	0	0	1	0	5	0	1	0
539	cc-bd017.lmo	Spring Town Roc	0	0	0	0	1	0	5	0	1	0
540	cc-bd018.lmo	Spring Town Lan	0	0	0	0	1	0	5	0	1	0
541	cc-bd019.lmo	Spring Town Lan	0	0	0	0	1	0	5	0	1	0
542	cc-bd020.lmo	Spring Town San	0	0	0	0	1	0	5	0	1	1
543	cc-bd021.lmo	Spring Town Ped	0	0	0	0	1	0	5	0	1	1
544	cc-bd022.lmo	Spring Town Pap	0	0	0	0	1	0	5	0	1	0
545	cc-bd023.lmo	Spring Town Hou	0	0	0	0	1	0	5	0	1	0
546	cc-bd024.lmo	Spring Town Bri	0	0	0	0	1	0	5	0	1	0
547	cc-bd025.lmo	Spring Town Pav	0	0	0	0	1	0	5	0	1	1
548	cc-bd026.lmo	Spring Town Pav	0	0	0	0	1	0	5	0	1	0
549	cc-bd027.lmo	Spring Town Pil	0	0	0	0	1	0	5	0	1	0
550	cc-bd028.lmo	Spring Town Par	0	0	0	0	1	0	5	0	1	0
551	cc-bd029.lmo	Spring Town Tra	0	1,2	0	0	0	0	5	0	1	0
552	cc-bd030.lmo	Spring Town Pea	0	0	0	0	1	0	5	0	1	0
553	cc-bd031.lmo	Spring Town Blo	0	0	0	0	1	0	5	0	1	0
554	cc-bd032.lmo	Spring Town Hou	0	0	0	0	1	0	5	0	1	0
555	cc-bd033.lmo	Spring Town Fen	0	0	0	0	1	0	5	0	1	0
556	cc-bd034.lmo	Spring Town Fen	0	0	0	0	1	0	5	0	1	0
557	cc-bd035.lmo	Spring Town Fen	0	0	0	0	1	0	5	0	1	0
558	cc-bd036.lmo	Spring Town Lil	0	0	0	0	1	0	5	0	1	0
559	cc-bd037.lmo	Spring Town Bam	0	0	0	0	1	0	5	0	1	1
560	cc-bd038.lmo	Spring Town Bam	0	0	0	0	1	0	5	0	1	1
561	cc-bd039.lmo	Spring Town Fen	0	0	0	0	1	0	5	0	1	1
562	cc-bd040.lmo	Spring Harbor 0	0	0	0	0	1	0	5	0	1	1
563	cc-bd041.lmo	Spring Town Lan	0	0	0	0	1	0	5	0	1	1
564	cc-bd042.lmo	Spring Town Shi	0	0	0	0	1	0	5	0	1	0
565	cc-bd043.lmo	Spring Town Shi	0	0	0	0	1	0	5	0	1	0
566	cc-bd044.lmo	Spring Town Und	0	0	0	0	0	0	5	0	1	1
567	cc-bd045.lmo	Spring Town Und	0	0	0	0	0	0	5	0	1	1
568	cc-bd046.lmo	Spring Town Und	0	0	0	0	0	0	5	0	1	1
569	cc-bd047.lmo	Spring Town Und	0	0	0	0	0	0	5	0	1	1
570	mz-bd099.lmo	Labyrinth Black	0	0	0	0	0	0	7	0	1	1
571	cc-bd049.lmo	Spring Town Und	0	0	0	0	0	0	5	0	1	1
572	cc-bd050.lmo	Underwater Junk	0	0	0	0	0	0	5	0	1	1
573	cc-bd051.lmo	Underground Tun	0	0	0	0	0	0	5	0	1	1
574	cc-bd052.lmo	Underground Tun	0	0	0	0	0	0	5	0	1	1
575	cc-bd053.lmo	Dirty Bottle 01	0	0	0	0	0	0	5	0	1	1
576	cc-bd054.lmo	Carcass 01	0	0	0	0	0	0	5	0	1	1
577	cc-bd055.lmo	Spring Town Shi	0	0	0	0	1	0	5	0	1	0
578	cc-bd056.lmo	Spring Town Sma	0	0	0	0	1	0	5	0	1	0
579	cc-bd057.lmo	Spring Town Woo	0	0	0	0	1	0	5	0	1	0
580	cc-bd058.lmo	Underwater Tunn	0	0	0	0	0	0	5	0	1	1
581	cc-bd059.lmo	Underwater Tunn	0	0	0	0	0	0	5	0	1	1
582	cc-bd060.lmo	Fish Swarm 02	0	0	0	0	0	0	5	0	1	1
583	cc-bd061.lmo	Underwater Tunn	0	0	0	0	0	0	5	0	1	1
584	cc-bd062.lmo	Underwater Tunn	0	0	0	0	0	0	5	0	1	1
585	cc-bd063.lmo	Underwater Tunn	0	0	0	0	0	0	5	0	1	1
586	cc-bd064.lmo	Underwater Tunn	0	0	0	0	0	0	5	0	1	1
587	nml-bd202.lmo	Swamp Tree 01	0	0	0	0	1	0	8	0	1	1
588	nml-bd203.lmo	Swamp Stump 01	0	0	0	0	1	0	8	0	1	1
589	cc-bd067.lmo	Spring Town Par	0	0	0	0	1	0	5	0	1	0
590	cc-bd068.lmo	Footprint 01	0	0	0	0	1	0	5	0	1	1
591	cc-bd069.lmo	Spring Town Aqu	0	0	0	0	1	0	5	0	1	0
592	nml-bd204.lmo	Swamp Stone 01	0	0	0	0	1	0	9	0	1	1
593	nml-bd205.lmo	City of Cripple	0	0	0	0	1	0	7	0	1	1
594	nml-bd206.lmo	City of Cripple	0	0	0	0	1	0	7	0	1	1
595	nml-bd207.lmo	City of Cripple	0	0	0	0	1	0	7	0	1	1
596	nml-bd208.lmo	City of Cripple	0	0	0	0	1	0	7	0	1	1
597	nml-bd209.lmo	City of Cripple	0	0	0	0	1	0	7	0	1	1
598	nml-bd210.lmo	City of Cripple	0	0	0	0	1	0	7	0	1	1
599	cc-bd077.lmo	Tree 013	0	0	0	0	1	0	8	0	1	1
600	nml-bd211.lmo	Demonic Wall 01	0	0	0	0	0	0	7	0	1	1
601	nml-bd212.lmo	Demonic Wall 03	0	0	0	0	0	0	7	0	1	1
602	nml-bd213.lmo	Demonic Spike 0	0	0	0	0	0	0	7	0	1	1
603	nml-bd214.lmo	Demonic Wall 05	0	0	0	0	0	0	7	0	1	1
604	nml-bd215.lmo	Demonic Wall 04	0	0	0	0	0	0	7	0	1	1
605	nml-bd216.lmo	Demonic Wall 06	0	0	0	0	0	0	7	0	1	1
606	nml-bd217.lmo	Demonic Statue 	0	0	0	0	0	0	7	0	1	1
607	nml-bd218.lmo	Demonic Pool 01	0	0	0	0	0	0	7	0	1	1
608	nml-bd219.lmo	Demonic Pool 02	0	0	0	0	0	0	7	0	1	1
609	nml-bd220.lmo	Demonic Pool 03	0	0	0	0	0	0	7	0	1	1
610	nml-bd221.lmo	Demonic Pool 04	0	0	0	0	0	0	7	0	1	1
611	nml-bd222.lmo	Demonic Wall 02	0	0	0	0	0	0	7	0	1	1
612	cc-bd065.lmo	Spring Town Und	0	0	0	0	0	0	5	0	1	1
613	cc-bd066.lmo	Spring Town Und	0	0	0	0	0	0	5	0	1	1
614	cc-bd071.lmo	Spring Town Bar	0	0	0	0	1	0	5	0	1	0
615	cc-bd072.lmo	Spring Town Hai	0	0	0	0	1	0	5	0	1	0
616	cc-bd073.lmo	Spring Town Acc	0	0	0	0	1	0	5	0	1	0
617	cc-bd074.lmo	Spring Town Ban	0	0	0	0	1	0	5	0	1	0
618	cc-bdhq.lmo	Underwater Blac	0	0	0	0	0	0	5	0	1	1
619	hlcx02.lmo	Black Dragon La	0	0	0	0	0	0	5	0	1	1
620	hlcx03.lmo	Black Dragon La	0	0	0	0	0	0	5	0	1	1
621	hlcx04.lmo	Black Dragon La	0	0	0	0	0	0	5	0	1	1
622	hlcx05.lmo	Black Dragon La	0	0	0	0	0	0	5	0	1	1
623	hlcx06.lmo	Black Dragon La	0	0	0	0	0	0	5	0	1	1
624	hlcx07.lmo	Black Dragon La	0	0	0	0	0	0	5	0	1	1
625	hlcx08.lmo	Black Dragon La	0	0	0	0	0	0	5	0	1	1
626	hlcx09.lmo	Black Dragon La	0	0	0	0	0	0	5	0	1	1
627	hlcx-gh.lmo	Ghost Flame	0	0	0	0	0	0	5	0	1	0
628	hlcx-rk.lmo	Black Dragon La	0	0	0	0	1	0	5	0	1	0
629	hlcx-bx.lmo	Treasure Chest	0	0	0	0	0	0	5	0	1	1
630	hdsd01.lmo	Seabed Tunnel E	0	0	0	0	1	0	5	0	1	1
631	long001.lmo	Black Dragon La	0	0	0	0	0	0	5	0	1	0
632	hlcx-ck.lmo	Black Dragon La	0	0	0	0	1	0	5	0	1	0
633	cc-bddxsdrk.lmo	Underwater Tunn	0	0	0	0	1	0	5	0	1	1
634	cc-bd075.lmo	Gate of Spring 	0	0	0	0	1	0	5	0	1	0
635	hdmgrk01.lmo	Pirate Base Ent	0	1,2	0	0	1	0	5	0	1	1
636	hdwjsj001.lmo	Calculator	0	0	0	0	1	0	5	0	1	1
637	hdwblg001.lmo	Glass Bottle	0	0	0	0	1	0	5	0	1	1
638	hdjd-cbd01.lmo	Treasure pile 0	0	0	0	0	1	0	5	0	1	1
639	ys_jiaotang.lmo	Cathedral	0	0	0	0	1	0	5	0	1	1
640	jtsn.lmo	In the Cathedra	0	0	0	0	1	0	5	0	1	1
641	sbm.lmo	Drape	0	0	0	0	1	0	5	0	1	0
642	ys_ditan.lmo	yy carpet	0	0	0	0	1	0	5	0	1	0
643	07hdw_hualanbai.lmo	Corbeil	0	0	0	0	1	0	5	0	1	0
644	xmas_hengfu.lmo	Xmas Banner	0	0	0	0	1	0	5	0	1	0
645	xmas_caidai.lmo	Christmas Ribbo	0	0	0	0	1	0	5	0	1	0
646	dd_bd001.lmo	Winter Island H	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	5	0	1	1
647	dd_bd002.lmo	Winter Island D	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	5	0	1	1
648	dd_bd003.lmo	Snow Grass	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	5	0	1	1
649	dd_bd004.lmo	Snow Gravel	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	5	0	1	1
650	dd_bd006.lmo	Snow Stone	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	5	0	1	1
651	dd_bd007.lmo	Snow Tree	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	5	0	1	1
652	dd_bd008.lmo	Winter Island B	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	5	0	1	1
653	dd_bd009.lmo	Winter Island G	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	5	0	1	1
654	dd_bd010.lmo	Winter Island L1	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	5	0	1	1
655	dd_bd011.lmo	Winter Island L2	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	5	0	1	1
656	dd_bd012.lmo	Winter Island L3	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	5	0	1	1
657	dd_bd013.lmo	Winter Island L4	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	5	0	1	1
658	dd_bd014.lmo	Winter Island L5	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	5	0	1	1
659	dd_bd015.lmo	Winter Island L6	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	5	0	1	1
660	MY_bd001.lmo	Treasure Room	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	5	0	1	1
661	ns_gangdian.lmo	Goddes' Palace	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	0	0	1	1
662	kyjj-bd01-01.lmo	Roman Column01	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	6	0	1	0
663	kyjj-bd01-21.lmo	Roman Column02	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	6	0	1	0
664	kyjj-bd01-22.lmo	Roman Column03	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	6	0	1	0
665	kyjj-bd01-23.lmo	Roman Column04	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	6	0	1	0
666	kyjj-bd01-31.lmo	Roman Column05	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	6	0	1	0
667	kyjj-bd01-32.lmo	Roman Column06	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	6	0	1	0
668	kyjj-bd01-33.lmo	Roman Column07	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	6	0	1	0
669	kyjj-bd01-34.lmo	Roman Column08	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	6	0	1	0
670	kyjj-bd02-01.lmo	The fence01	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	6	0	1	0
671	kyjj-bd02-02.lmo	The fence02	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	6	0	1	0
672	kyjj-bd02-21.lmo	The fence01_01	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	6	0	1	0
673	kyjj-bd02-22.lmo	The fence01_02	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	6	0	1	0
674	kyjj-bd02-23.lmo	The fence01_03	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	6	0	1	0
675	kyjj-bd02-24.lmo	The fence01_04	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	6	0	1	0
676	kyjj-bd02-31.lmo	The fence02_01	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	6	0	1	0
677	kyjj-bd02-32.lmo	The fence02_02	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	6	0	1	0
678	kyjj-bd02-33.lmo	The fence02_03	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	6	0	1	0
679	kyjj-bd02-34.lmo	The fence02_04	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	6	0	1	0
680	kyjj-bd02-41.lmo	The fence01_02_1	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	6	0	1	0
681	kyjj-bd02-42.lmo	The fence01_02_2	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	6	0	1	0
682	kyjj-bd02-43.lmo	The fence01_02_3	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	6	0	1	0
683	kyjj-bd02-51.lmo	The fence02_02_4	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	6	0	1	0
684	kyjj-bd02-52.lmo	The fence01_02_5	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	6	0	1	0
685	kyjj-bd02-53.lmo	The fence01_02_6	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	6	0	1	0
686	kyjj-bd03-01.lmo	Fence Post01	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	6	0	1	0
687	kyjj-bd03-21.lmo	Fence Column02_0	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	6	0	1	0
688	kyjj-bd03-22.lmo	Fence Column02_1	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	6	0	1	0
689	kyjj-bd03-31.lmo	Fence Column03_2	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	6	0	1	0
690	kyjj-bd03-32.lmo	Fence Column03_3	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	6	0	1	0
691	kyjj-bd04-01.lmo	The walls01	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	6	0	1	0
692	kyjj-bd04-21.lmo	The walls02	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	6	0	1	0
693	kyjj-bd05-01.lmo	The statue01	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	6	0	1	0
694	kyjj-bd05-21.lmo	The statue02_01	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	6	0	1	0
695	kyjj-bd05-22.lmo	The statue02_02	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	1	0	6	0	1	0
