//ID	Name	Start Coordinates	End Coordinates	Char IDs	Map
569	569	194400,106200	199100,110300	1098,0	winterland
570	570	198400,111900	203100,119000	1098,0	winterland
571	571	140900,115200	183000,121300	1095,0	winterland
572	572	128000,120000	136600,122900	1095,0	winterland
573	573	136800,121500	183100,122900	1095,0	winterland
574	574	126400,123100	146200,130000	1094,0	winterland
575	575	136000,130200	144700,132500	1094,0	winterland
576	576	140000,132700	143900,135800	1094,0	winterland
577	577	146400,123100	150300,130900	1094,0	winterland
578	578	150500,123200	158900,131800	1094,0	winterland
579	579	159300,123200	167100,130100	1093,1094	winterland
580	580	167200,123200	171100,129300	1093,1094	winterland
581	581	171300,123200	179000,131700	1093,0	winterland
582	582	179200,123200	183100,128500	1093,0	winterland
583	583	183200,119900	188700,128500	1093,0	winterland
584	584	188800,120800	191100,126000	1093,0	winterland
585	585	159500,68700	159500,68700	1101,0	winterland
